"css-9pa8cd src","css-175oi2r href 2","css-1jxf684 2","css-1jxf684 3","css-1jxf684 4","css-146c3p1 href 2","r-4qtqp9 src","css-1jxf684 5","css-9pa8cd src 2","css-1jxf684 7","css-146c3p1 2","css-1jxf684 8","css-1jxf684 9","css-1jxf684 10","css-175oi2r href 4","css-1jxf684 11","css-175oi2r href 5","css-1jxf684 12","css-1jxf684 href","css-1jxf684 14","css-175oi2r href 6","css-1jxf684 15","r-4qtqp9 src 2","r-4qtqp9 src 3","r-4qtqp9 src 4","css-1jxf684 16","css-1jxf684 href 2","css-1jxf684 21","css-1jxf684 href 3","css-9pa8cd src 3","css-146c3p1 3"
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966428956137242747","","What is this Ai agents bubble?","","","","","1","","https://x.com/Shubhampawar484/status/1966428956137242747/analytics","89","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966158495335825532","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 348 (5 hours session) – Web & API Integration Day","https://pbs.twimg.com/ext_tw_video_thumb/1966158266687434757/pu/img/h5zAo14PDhgvDgOi?format=jpg&name=tiny","0:10","708 KB","Load video","2","8","https://x.com/Shubhampawar484/status/1966158495335825532/analytics","288","","#Web3","https://x.com/i/communities/1493446837214187523/hashtag/Web3","Integrated APIs and Google Auth","","Built story generation and chat features","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","Added WebRTC calls and AI assistant","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966113018913386667","","3 months is enough to:
• Rebuild your old projects
• Rewire your problem-solving skills
• Realign your coding goals
• Reshape your portfolio
• Restore your GitHub streak
• Reignite your passion for dev","","","","","1","5","https://x.com/Shubhampawar484/status/1966113018913386667/analytics","144","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966112057599918313","","Hey","","","","","3","","https://x.com/Shubhampawar484/status/1966112057599918313/analytics","112","","","","Would love to see an AI-powered assistant integrated into the platform — would make building and debugging even smoother!","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966111484943151268","","Why is @MiniMax__AI with Vapi integration is not working?","","","","","3","","https://x.com/Shubhampawar484/status/1966111484943151268/analytics","117","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966061858672292040","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 347 (6 hours session)","https://pbs.twimg.com/amplify_video_thumb/1966061747837554688/img/x2avNM444k70k8Z3?format=jpg&name=tiny","0:14","952 KB","Load video","1","6","https://x.com/Shubhampawar484/status/1966061858672292040/analytics","154","","#GPT","https://x.com/i/communities/1493446837214187523/hashtag/GPT","Worked on frontend state management with Redux","","Attended a seminar on Vapi AI Assistant","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","Shipped some cool stuff","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966048788293849583","","How I built a consistent routine with Google Calendar →  

→ Time-blocked deep work hours daily  
→ Scheduled workouts & breaks like meetings  
→ Color-coded tasks (work, learning, personal)  
→ Set recurring reminders for habits I wanted to build  
→ Weekly review on","https://pbs.twimg.com/media/G0jO8aiaMAE3Wdm?format=jpg&name=tiny","Load image","","","2","3","https://x.com/Shubhampawar484/status/1966048788293849583/analytics","149","https://x.com/Shubhampawar484/status/1966048788293849583/photo/1","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966034900064014531","","1. What’s the most underrated AI tool you’ve used recently?  
2. If you could only keep one AI tool in your stack, which one would it be?  
3. Do you trust voice AI agents enough for customer-facing use cases yet?  
4. What’s harder in AI products: the tech or the user adoption?","","","","","4","","https://x.com/Shubhampawar484/status/1966034900064014531/analytics","91","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966048788293849583","","How I built a consistent routine with Google Calendar →  

→ Time-blocked deep work hours daily  
→ Scheduled workouts & breaks like meetings  
→ Color-coded tasks (work, learning, personal)  
→ Set recurring reminders for habits I wanted to build  
→ Weekly review on","https://pbs.twimg.com/media/G0jO8aiaMAE3Wdm?format=jpg&name=tiny","Load image","64 KB","","2","3","https://x.com/Shubhampawar484/status/1966048788293849583/analytics","149","https://x.com/Shubhampawar484/status/1966048788293849583/photo/1","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966033848296263936","","Lately been diving deep into voice agents →

→ Using Vapi for building real-time voice assistants
→ For voice cloning, tested ElevenLabs, Minimax, Cartesia
→ Personally recommend Cartesia for quality + flexibility
→ Pairing with Supermemory to retain context across calls
→","","","","","4","","https://x.com/Shubhampawar484/status/1966033848296263936/analytics","138","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966031865694818491","","Integrated","","","","","3","","https://x.com/Shubhampawar484/status/1966031865694818491/analytics","98","","","","into my MVP recently →

→ Setup was straightforward
→ Docs were clear enough to get subscriptions + one-time payments running fast
→ Biggest learning was around handling webhooks & testing edge cases
→ Took me from zero to working payments in a weekend","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966023743802626403","","Tried Supermemory → it’s like a second brain.

→ Saves everything I read
→ Lets me query past info instantly
→ Makes research & coding way smoother
Definitely one of the most useful AI tools I’ve used.","","","","","1","4","https://x.com/Shubhampawar484/status/1966023743802626403/analytics","111","","#buildinpublic","https://x.com/i/communities/1493446837214187523/hashtag/buildinpublic","","","","","","","","https://x.com/i/communities/1493446837214187523/hashtag/AI","#productivity","https://x.com/i/communities/1493446837214187523/hashtag/productivity","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966022402757865961","","Recently started using n8n and it’s been a game-changer for me →

→ Easy to connect APIs, databases, and scrapers
→ Visual workflows make automation super simple
→ Used it to link Apify → Supabase → Slack without writing extra code
→ Love that it’s open-source and","https://pbs.twimg.com/media/G0i28qzXoAE7WFh?format=jpg&name=tiny","Load image","42 KB","13","1","2","https://x.com/Shubhampawar484/status/1966022402757865961/analytics","650","https://x.com/Shubhampawar484/status/1966022402757865961/photo/1","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966021757367668898","","Recently got into using","https://pbs.twimg.com/media/G0i2XBpXUAAcSVe?format=jpg&name=tiny","Load image","27 KB","7","2","2","https://x.com/Shubhampawar484/status/1966021757367668898/analytics","949","https://x.com/Shubhampawar484/status/1966021757367668898/photo/1","","","scraping just got way easier.

→ Google Maps Scraper for location & business data
→ Instagram Scraper for posts, profiles & hashtags
→ TikTok Scraper for content & trends
→ Website Content Crawler for text data
→ Amazon & Facebook scrapers","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966008265063457199","","AI tools that can make your life easier →

→ Cursor AI for coding
→ Supabase for backend + auth
→ Vercel / Lovable AI for UI & deployment
→ Vapi AI for voice assistants
→ Firecrawl AI for data crawling
→ Apify for large-scale scraping
→ Fal AI for creative workflows
→","","","","","2","4","https://x.com/Shubhampawar484/status/1966008265063457199/analytics","110","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966007303733141990","","Perks of working with early stage startups →
→ Fast-paced learning
→ Hottest tech stack
→ Lots of fun building crazy ideas
→ Accountability & ownership from day 1
→ Exposure to AI, SaaS, payments, and integrations
→ Got to learn how real startup MVPs are built
→ Direct","","","","","1","2","https://x.com/Shubhampawar484/status/1966007303733141990/analytics","83","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1966005226592235598","","Last 3 months = full build mode →

Built an MVP v1 using:
→ Cursor AI for fast coding
→ Supabase for auth + DB
→ Vapi AI for voice assistant
→ Firecrawl AI + Apify for web scraping
→ Fal AI + Caretisa for cloning/AI features
→ Stripe for payments
→ Google Auth + RBAC for","","","","","1","7","https://x.com/Shubhampawar484/status/1966005226592235598/analytics","126","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1965753870350680298","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 346","https://pbs.twimg.com/amplify_video_thumb/1965753325883949056/img/B_qfhB7BC98onidx?format=jpg&name=tiny","0:31","2 MB","Load video","3","9","https://x.com/Shubhampawar484/status/1965753870350680298/analytics","252","","#GPT","https://x.com/i/communities/1493446837214187523/hashtag/GPT","Integrated Vapi WebRTC for real-time voice stuff.","","Got RBAC working in Supabase.","https://abs-0.twimg.com/emoji/v2/svg/31-20e3.svg","https://abs-0.twimg.com/emoji/v2/svg/32-20e3.svg","https://abs-0.twimg.com/emoji/v2/svg/33-20e3.svg","Added OTP based auth flow.","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1961376319138304410","","Working on some instagram stories generation,do anyone recommend any APIs for Nice emojis?","","","","","3","","https://x.com/Shubhampawar484/status/1961376319138304410/analytics","122","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1959522672661938562","https://abs-0.twimg.com/emoji/v2/svg/2b07.svg","“What’s the smartest use of AI you’ve seen this week? Drop a link or story below — let’s learn together!","","","","","2","","https://x.com/Shubhampawar484/status/1959522672661938562/analytics","629","","","","”","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1956997467310014519","https://abs-0.twimg.com/emoji/v2/svg/1f447.svg","""Stripe integration in 5 steps","https://pbs.twimg.com/media/Gyim0znWsAAGdLK?format=jpg&name=tiny","Load image","22 KB","","2","8","https://x.com/Shubhampawar484/status/1956997467310014519/analytics","216","https://x.com/Shubhampawar484/status/1956997467310014519/photo/1","","","","","Get API keys (pub + secret)","https://abs-0.twimg.com/emoji/v2/svg/31-20e3.svg","https://abs-0.twimg.com/emoji/v2/svg/32-20e3.svg","https://abs-0.twimg.com/emoji/v2/svg/33-20e3.svg","Frontend → Stripe.js / Checkout / Elements","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1956968118347051289","","Investments that are worth while (Dev Edition):

More RAM — because Chrome eats everything.
Dark mode — true productivity booster.
Stack Overflow tabs — retirement plan.
Coffee — the real compiler.
Naming variables — your longest-term investment.","","","","","4","","https://x.com/Shubhampawar484/status/1956968118347051289/analytics","90","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1956965408931471763","","The other side of AI: smarter tools, weaker humans.","","","","","6","","https://x.com/Shubhampawar484/status/1956965408931471763/analytics","69","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1956964757539602845","","Everything about MVP in 5 lines:

Solve one problem, not all.
Launch fast, polish later.
Feedback > assumptions.
Essentials only, cut extras.
Fail cheap, learn faster.","","","","","3","","https://x.com/Shubhampawar484/status/1956964757539602845/analytics","76","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1956960665362460707","","AI Productivity Hack:
Spend 2 hours prompting AI,
to avoid doing a 20-minute task yourself.","","","","","1","","https://x.com/Shubhampawar484/status/1956960665362460707/analytics","49","","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1956751009939919162","","""Last 6 months I’ve been working with 2 remote startups (one in Bangalore, one in the US). Biggest realization? AI isn’t just hype — it’s shaping how we build tech, collaborate, and ship products ""","https://pbs.twimg.com/media/GyfGpIsWIAAL6QP?format=jpg&name=tiny","Load image","65 KB","","1","9","https://x.com/Shubhampawar484/status/1956751009939919162/analytics","146","https://x.com/Shubhampawar484/status/1956751009939919162/photo/1","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1954990738003071143","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 346","","","","","4","","https://x.com/Shubhampawar484/status/1954990738003071143/analytics","101","","#Stripe","https://x.com/i/communities/1493446837214187523/hashtag/Stripe","Stripe fully integrated into production","","Set up checkout sessions for subscriptions","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/1f4b3.svg","https://abs-0.twimg.com/emoji/v2/svg/26a1.svg","Configured webhooks to handle payment events","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1952784598678524319","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 345","","","","","7","","https://x.com/Shubhampawar484/status/1952784598678524319/analytics","159","","#Supabase","https://x.com/i/communities/1493446837214187523/hashtag/Supabase","Refactored the codebase","","Enabled RLS (Row-Level Security) policies in Supabase","https://abs-0.twimg.com/emoji/v2/svg/1f6e0.svg","https://abs-0.twimg.com/emoji/v2/svg/1f510.svg","https://abs-0.twimg.com/emoji/v2/svg/1f4e6.svg","Integrated MVC controller into the project","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1952401712368816378","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 344","","","","","1","15","https://x.com/Shubhampawar484/status/1952401712368816378/analytics","235","","#Stripe","https://x.com/i/communities/1493446837214187523/hashtag/Stripe","Successfully integrated Google OAuth for user authentication","","Currently diving into Stripe integration:
– Understanding checkout and payment flow
– Planning yearly subscription handling","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/1f4da.svg","","","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1952058064586321927","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 343","","","","","2","10","https://x.com/Shubhampawar484/status/1952058064586321927/analytics","240","","#Stripe","https://x.com/i/communities/1493446837214187523/hashtag/Stripe","Kicking off Stripe integration for the web app today!","","Setting up payments + checkout flow","https://abs-0.twimg.com/emoji/v2/svg/2699.svg","https://abs-0.twimg.com/emoji/v2/svg/27a1.svg","https://abs-0.twimg.com/emoji/v2/svg/27a1.svg","Managing yearly basic subscription workflow","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1950989617408143617","https://abs-0.twimg.com/emoji/v2/svg/26a1.svg","Into fast-paced development?

Let’s connect if you’re exploring:","","","","","4","12","https://x.com/Shubhampawar484/status/1950989617408143617/analytics","337","","#Automation","https://x.com/hashtag/Automation?src=hashtag_click","AI Agents (Claude, Grok, OpenAI)","","Automation (n8n, Zapier)","https://abs-0.twimg.com/emoji/v2/svg/1f9e0.svg","https://abs-0.twimg.com/emoji/v2/svg/1f9e9.svg","https://abs-0.twimg.com/emoji/v2/svg/1f4bb.svg","Cursor for rapid dev","https://x.com/hashtag/BuildInPublic?src=hashtag_click","#AI","https://x.com/hashtag/AI?src=hashtag_click","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1950973998201970979","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 342","https://pbs.twimg.com/ext_tw_video_thumb/1950973875636019203/pu/img/-hRFSE5kdZDYYlnz?format=jpg&name=tiny","0:08","423 KB","Load video","1","15","https://x.com/Shubhampawar484/status/1950973998201970979/analytics","404","","#GPT","https://x.com/i/communities/1493446837214187523/hashtag/GPT","Worked on Ui integration with APIs.","","Added Memories part","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","Buiding some decent work flow of parallel processing function
Internship is going Wild Now","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1950900490704961828","https://abs-0.twimg.com/emoji/v2/svg/1f624.svg","Hey","","","","","1","7","https://x.com/Shubhampawar484/status/1950900490704961828/analytics","234","","","",", why am I not getting views even though all I post is my actual work? Never posted BS in the first place.","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1950549587481235916","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 341","https://pbs.twimg.com/ext_tw_video_thumb/1950549211239309313/pu/img/QXtQ1lsK7fQSjUll?format=jpg&name=tiny","0:11","664 KB","Load video","11","","https://x.com/Shubhampawar484/status/1950549587481235916/analytics","219","","#GPT","https://x.com/i/communities/1493446837214187523/hashtag/GPT","Integrated UI with APIs","","Added stories & thumbnail integration","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","Built workflow, optimized with async","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1950236137571635265","","Day 340 of","","","","","1","8","https://x.com/Shubhampawar484/status/1950236137571635265/analytics","228","","#AI","https://x.com/i/communities/1493446837214187523/hashtag/AI",": 

Just shipped a voice agent with Fal Zonos + Supabase backend!  Streamlined automation with n8n & Firecrawl for data scraping. Who’s building AI-driven apps?Share your stack!","","","","","","","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1950234729560584209","","For the past month, I've been diving deep into:

→ Voice agents
→ Crawling tools like Firecrawl
→ Automation with n8n
→ Fast-paced development using Cursor and Supabase

Working with AI and automation has been incredibly exciting —","https://pbs.twimg.com/ext_tw_video_thumb/1950234681896562688/pu/img/UmQ73Tx76VTbsMFx?format=jpg&name=tiny","0:08","423 KB","Load video","7","","https://x.com/Shubhampawar484/status/1950234729560584209/analytics","197","","#Automation","https://x.com/i/communities/1493446837214187523/hashtag/Automation","","","","","","","","https://x.com/i/communities/1493446837214187523/hashtag/buildinpublic","#AI","https://x.com/i/communities/1493446837214187523/hashtag/AI","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1947710412084154472","https://abs-0.twimg.com/emoji/v2/svg/1f4c5.svg","Day 338","https://pbs.twimg.com/ext_tw_video_thumb/1947710298439487490/pu/img/ZCv2Gt4c3afLOqp0?format=jpg&name=tiny","0:14","583 KB","Load video","7","","https://x.com/Shubhampawar484/status/1947710412084154472/analytics","220","","#VoiceTech","https://x.com/i/communities/1493446837214187523/hashtag/VoiceTech","Generated voice notes using Fal Zonos + GPT integration","","Created a cron job for parallel batching","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","https://abs-0.twimg.com/emoji/v2/svg/2705.svg","Implemented caching for note reusability & faster access","https://x.com/i/communities/1493446837214187523/hashtag/100DaysOfCode","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1947550728915935329","","Fast dev stack:

→ Supabase (backend)
→ n8n (automation)
→ Next.js (frontend)
→ Vercel (deploy)
→ Tailwind + Shadcn (UI)
→ Clerk/Auth0 (auth)
→ Zod + Prisma (validation + DB)
→ PlanetScale (DB)

Ship fast, build smart.","","","","","6","","https://x.com/Shubhampawar484/status/1947550728915935329/analytics","202","","#WebDev","https://x.com/i/communities/1493446837214187523/hashtag/WebDev","","","","","","","","https://x.com/i/communities/1493446837214187523/hashtag/DevTools","#BuildInPublic","https://x.com/i/communities/1493446837214187523/hashtag/BuildInPublic","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1947549760602444247","","n8n for automation 

→ Visual workflow builder
→ 350+ integrations (APIs, SaaS, databases)
→ Custom JavaScript functions
→ Webhooks & triggers
→ Schedule, retry, conditional logic
→ Self-host or use n8n Cloud
→ Full data control
→ Perfect for internal tools & automation","https://pbs.twimg.com/media/GwcWL7XXUAImmzB?format=jpg&name=tiny","Load image","33 KB","","1","5","https://x.com/Shubhampawar484/status/1947549760602444247/analytics","333","https://x.com/Shubhampawar484/status/1947549760602444247/photo/1","","","","","","","","","","","","","",""
"https://pbs.twimg.com/profile_images/1995172300480827392/QS6XpVcm_normal.jpg","https://x.com/Shubhampawar484","Shubhampawar4841","@Shubhampawar484","·","https://x.com/Shubhampawar484/status/1947548248605950057","","→ Auth with social login & magic links
→ Postgres with REST & GraphQL
→ Edge Functions
→ Realtime updates
→ File Storage
→ Built-in Row-level Security
→ Instant APIs from DB schema
→ Dashboard for easy DB management
→ Storage with access control","https://pbs.twimg.com/media/GwcUz4lbEAAE_zh?format=jpg&name=tiny","Load image","5 KB","","2","","https://x.com/Shubhampawar484/status/1947548248605950057/analytics","109","https://x.com/Shubhampawar484/status/1947548248605950057/photo/1","","","","","","","","","","https://x.com/i/communities/1493446837214187523/hashtag/supabase","#Web3","https://x.com/i/communities/1493446837214187523/hashtag/Web3","",""
